"","date","time","windSetW","windEstW","ElbasDKW","PriceDKW","bal.price.up","bal.price.down","bal.to.up","bal.to.down","sys.imbalance.pos","sys.imbalance.neg","cons.prog.DK1","cons.prog.DK2","cons.DK1","cons.DK2","cons.DK","DK.West.and.Germany.mwh_h","DK.East.and.Germany.mwh_h","diff","cons.diff.dkw","cons.diff.dk","pos.sys.imb.dummy","neg.sys.imb.dummy","DKWElbON","reg.up.dummy","reg.down.dummy","WindPos","error_plus","error_neg","error_plus_sq","error_neg_sq","cons.pos.w","cons.error.plus.w","cons.error.neg.w","cons.pos","cons.error.plus","cons.error.neg","sys.imbalance"
"7437",2010-08-20,"11",5.12,3.78,57,52.6,52.6,49.26,NA,NA,NA,-588.5,28.07,18.12,28.64,"1795",46.59,"-454.2","184.5",1.34,0.57,0.400000000000006,0,1,1,0,0,1,1.34,0,1.7956,0,1,0.57,0,1,0.400000000000006,0,-588.5
"8158",2010-08-20,"12",6.29,4.34,57,53.1,53.1,40.46,NA,-43.3,NA,-442.9,27.77,18.05,28.28,"1786",46.14,"-583.9","181.3",1.95,0.510000000000002,0.32,0,1,1,0,1,1,1.95,0,3.8025,0,1,0.510000000000002,0,1,0.32,0,-442.9
"8879",2010-08-20,"13",6.78,4.81,56,52,52,39.83,NA,-99.2,NA,-442.4,26.54,17.84,27.12,"1763",44.75,"-737.9","177.2",1.97,0.580000000000002,0.370000000000005,0,1,1,0,1,1,1.97,0,3.8809,0,1,0.580000000000002,0,1,0.370000000000005,0,-442.4
"9600",2010-08-20,"14",6.9,4.97,NA,47.3,47.3,40.46,NA,NA,NA,-147.2,25.6,17.93,26.16,"1735",43.51,"-380.0","550.0",1.93,0.559999999999999,-0.0200000000000031,0,1,0,0,0,1,1.93,0,3.7249,0,1,0.559999999999999,0,0,0,0.0200000000000031,-147.2
"10321",2010-08-20,"15",7.15,4.83,NA,46.38,46.38,46.38,NA,NA,NA,-203.6,23.84,17.55,24.3,"1685",41.15,"100.9","550.0",2.32,0.460000000000001,-0.240000000000002,0,1,0,0,0,1,2.32,0,5.3824,0,1,0.460000000000001,0,0,0,0.240000000000002,-203.6
"11042",2010-08-20,"16",7.74,4.83,53.4,46.29,46.29,46.29,NA,NA,NA,-360,22.92,17,23.33,"1634",39.67,"-67.5","113.2",2.91,0.409999999999997,-0.25,0,1,1,0,0,1,2.91,0,8.4681,0,1,0.409999999999997,0,0,0,0.25,-360
"11763",2010-08-20,"17",7.73,4.96,NA,45.59,45.59,35.7,NA,NA,122.7,NA,22.63,16.75,23.26,"1625",39.51,"-115.0","475.5",2.77,0.630000000000003,0.130000000000003,1,0,0,0,0,1,2.77,0,7.6729,0,1,0.630000000000003,0,1,0.130000000000003,0,122.7
"12484",2010-08-20,"18",7.7,5.05,NA,45.61,45.61,45.61,NA,NA,NA,-380,23.77,16.97,24.31,"1696",41.27,"-19.1","550.0",2.65,0.539999999999999,0.530000000000008,0,1,0,0,0,1,2.65,0,7.0225,0,1,0.539999999999999,0,1,0.530000000000008,0,-380
"13205",2010-08-20,"19",8.36,5.07,51.5,46.09,46.09,46.09,NA,NA,NA,-716.5,23.44,16.74,23.91,"1688",40.79,"-120.0","178.3",3.29,0.469999999999999,0.609999999999999,0,1,1,0,0,1,3.29,0,10.8241,0,1,0.469999999999999,0,1,0.609999999999999,0,-716.5
"948",2010-08-20,"2",3.62,2.6,NA,38.97,46.78,38.97,116,NA,NA,-185.2,16.81,12.03,16.76,"1080",27.56,"850.0","491.2",1.02,-0.0499999999999972,-1.28,0,1,0,1,0,1,1.02,0,1.0404,0,0,0,0.0499999999999972,0,0,1.28,-185.2
"13926",2010-08-20,"20",7.66,5.18,51.5,45.59,45.59,45.59,NA,NA,NA,-709.2,21.77,15.75,22.24,"1600",38.24,"-388.2","58.8",2.48,0.469999999999999,0.720000000000006,0,1,1,0,0,1,2.48,0,6.1504,0,1,0.469999999999999,0,1,0.720000000000006,0,-709.2
"14647",2010-08-20,"21",7.33,5.41,53.03,46.18,49.26,46.18,21,NA,NA,-739.6,20.27,14.91,20.78,"1520",35.98,"-1,061.8","249.4",1.92,0.510000000000002,0.799999999999997,0,1,1,1,0,1,1.92,0,3.6864,0,1,0.510000000000002,0,1,0.799999999999997,0,-739.6
"15368",2010-08-20,"22",7.7,5.73,51.02,44.86,44.86,39.83,11.4,NA,NA,-673.3,20.25,14.85,20.77,"1491",35.68,"-396.6","351.9",1.97,0.52,0.579999999999998,0,1,1,1,0,1,1.97,0,3.8809,0,1,0.52,0,1,0.579999999999998,0,-673.3
"16089",2010-08-20,"23",7.95,5.95,47.66,44.1,44.1,39.83,NA,NA,NA,-380.8,19.04,14.01,19.24,"1384",33.08,"-238.0","404.7",2,0.199999999999999,0.0300000000000011,0,1,1,0,0,1,2,0,4,0,1,0.199999999999999,0,1,0.0300000000000011,0,-380.8
"16810",2010-08-20,"24",8.28,6.06,45.97,39.37,39.37,30.98,NA,-10.5,NA,-203,17.36,12.81,17.61,"1264",30.25,"405.3","550.0",2.22,0.25,0.0799999999999983,0,1,1,0,1,1,2.22,0,4.9284,0,1,0.25,0,1,0.0799999999999983,0,-203
"1669",2010-08-20,"3",3.48,2.23,NA,36.38,46.78,36.38,116,NA,NA,-125.1,16.51,11.34,16.6,"1045",27.05,"900.0","550.0",1.25,0.0899999999999999,-0.800000000000001,0,1,0,1,0,1,1.25,0,1.5625,0,1,0.0899999999999999,0,0,0,0.800000000000001,-125.1
"2390",2010-08-20,"4",3.14,1.84,NA,38,45.1,38,116,NA,NA,-86.5,16.45,10.94,16.73,"1051",27.24,"900.0","550.0",1.3,0.280000000000001,-0.150000000000002,0,1,0,1,0,1,1.3,0,1.69,0,1,0.280000000000001,0,0,0,0.150000000000002,-86.5
"3111",2010-08-20,"5",2.76,1.56,NA,38.99,45.1,38.99,116,NA,NA,-80.9,16.7,11,17.05,"1068",27.73,"950.0","550.0",1.2,0.350000000000001,0.0300000000000011,0,1,0,1,0,1,1.2,0,1.44,0,1,0.350000000000001,0,1,0.0300000000000011,0,-80.9
"3832",2010-08-20,"6",2.4,1.49,NA,39.3,45.1,39.3,NA,NA,NA,-126.2,17.76,11.53,18.2,"1124",29.44,"857.4","550.0",0.91,0.439999999999998,0.150000000000002,0,1,0,0,0,1,0.91,0,0.8281,0,1,0.439999999999998,0,1,0.150000000000002,0,-126.2
"4553",2010-08-20,"7",2.39,1.55,53.9,45.45,45.45,39.83,NA,NA,NA,-200.4,20.76,13.21,21.33,"1300",34.33,"325.0","75.4",0.84,0.569999999999997,0.359999999999999,0,1,1,0,0,1,0.84,0,0.7056,0,1,0.569999999999997,0,1,0.359999999999999,0,-200.4
"5274",2010-08-20,"8",2.65,1.71,58.9,50.2,50.2,45.55,NA,NA,NA,-636.7,25.16,15.7,25.84,"1541",41.25,"240.0","66.6",0.94,0.68,0.390000000000001,0,1,1,0,0,1,0.94,0,0.8836,0,1,0.68,0,1,0.390000000000001,0,-636.7
"5995",2010-08-20,"9",2.72,2.14,55,50.6,50.6,46.61,NA,NA,NA,-529.2,27.08,16.67,27.87,"1688",44.75,"-384.9","114.3",0.58,0.790000000000003,1,0,1,1,0,0,1,0.58,0,0.3364,0,1,0.790000000000003,0,1,1,0,-529.2
"228",2010-08-21,"1",8.38,6.85,NA,38.5,38.49,30.59,NA,-27.2,122.1,NA,16.11,11.77,16.29,"1154",27.83,"627.2","423.4",1.53,0.18,-0.0500000000000007,1,0,0,0,1,1,1.53,0,2.3409,0,1,0.18,0,0,0,0.0500000000000007,122.1
"6717",2010-08-21,"10",9.37,8.67,NA,43.89,43.88,36.92,NA,NA,36.1,NA,20.44,14.55,20.8,"1457",35.37,"422.9","511.8",0.699999999999999,0.359999999999999,0.379999999999995,1,0,0,0,0,1,0.699999999999999,0,0.489999999999999,0,1,0.359999999999999,0,1,0.379999999999995,0,36.1
"7438",2010-08-21,"11",8.93,8.77,50.05,44.94,44.93,36.92,NA,NA,NA,-11.6,20.94,14.99,21.41,"1510",36.51,"107.0","518.3",0.16,0.469999999999999,0.579999999999998,0,1,1,0,0,1,0.16,0,0.0256,0,1,0.469999999999999,0,1,0.579999999999998,0,-11.6
"8159",2010-08-21,"12",9.06,8.49,49.11,44.7,44.69,36.92,NA,NA,NA,-32.1,20.74,15.32,21.64,"1522",36.86,"381.5","550.0",0.57,0.900000000000002,0.799999999999997,0,1,1,0,0,1,0.57,0,0.3249,0,1,0.900000000000002,0,1,0.799999999999997,0,-32.1
"8880",2010-08-21,"13",9.44,8.3,NA,45.63,45.62,36.92,NA,NA,NA,-22.5,20.4,15.26,20.99,"1507",36.06,"47.9","512.6",1.14,0.59,0.400000000000006,0,1,0,0,0,1,1.14,0,1.2996,0,1,0.59,0,1,0.400000000000006,0,-22.5
"9601",2010-08-21,"14",9.49,8.09,47,42.2,42.19,36.92,NA,NA,14.3,NA,20.44,14.96,20.81,"1489",35.7,"760.0","550.0",1.4,0.369999999999997,0.299999999999997,1,0,1,0,0,1,1.4,0,1.96,0,1,0.369999999999997,0,1,0.299999999999997,0,14.3
"10322",2010-08-21,"15",8.97,7.98,42,41.41,41.4,35.06,NA,NA,16.9,NA,19.97,14.8,20.35,"1461",34.96,"793.0","550.0",0.99,0.380000000000003,0.190000000000005,1,0,1,0,0,1,0.99,0,0.9801,0,1,0.380000000000003,0,1,0.190000000000005,0,16.9
"11043",2010-08-21,"16",8.96,8.02,42.22,40.34,40.33,35.06,NA,NA,87.2,NA,19.44,15.08,19.81,"1445",34.26,"844.0","550.0",0.940000000000001,0.369999999999997,-0.260000000000005,1,0,1,0,0,1,0.940000000000001,0,0.883600000000002,0,1,0.369999999999997,0,0,0,0.260000000000005,87.2
"11764",2010-08-21,"17",8.93,7.91,41.89,39.95,39.94,35.49,NA,NA,158.1,NA,19.53,15.23,19.9,"1450",34.4,"844.0","550.0",1.02,0.369999999999997,-0.360000000000007,1,0,1,0,0,1,1.02,0,1.0404,0,1,0.369999999999997,0,0,0,0.360000000000007,158.1
"12485",2010-08-21,"18",9.13,7.5,NA,42.02,42.01,35.69,NA,NA,185.3,NA,20.84,16.15,21.19,"1521",36.4,"860.0","550.0",1.63,0.350000000000001,-0.589999999999996,1,0,0,0,0,1,1.63,0,2.6569,0,1,0.350000000000001,0,0,0,0.589999999999996,185.3
"13206",2010-08-21,"19",9.44,6.59,NA,43.79,43.78,43.78,NA,NA,119,NA,20.23,16.42,20.58,"1525",35.83,"263.0","550.0",2.85,0.349999999999998,-0.820000000000007,1,0,0,0,0,1,2.85,0,8.1225,0,1,0.349999999999998,0,0,0,0.820000000000007,119
"949",2010-08-21,"2",8.28,6.82,NA,25.1,25.09,25.09,NA,NA,80.8,NA,15.22,11.27,15.46,"1084",26.3,"846.4","374.2",1.46,0.24,-0.190000000000001,1,0,0,0,0,1,1.46,0,2.1316,0,1,0.24,0,0,0,0.190000000000001,80.8
"13927",2010-08-21,"20",8.99,5.25,NA,45,44.99,35.69,NA,NA,77.8,NA,19.26,15.65,19.56,"1448",34.04,"-371.5","542.3",3.74,0.299999999999997,-0.870000000000005,1,0,0,0,0,1,3.74,0,13.9876,0,1,0.299999999999997,0,0,0,0.870000000000005,77.8
"14648",2010-08-21,"21",7.56,4.11,44.62,44.35,44.34,35.69,NA,NA,73.5,NA,18.83,15.35,19.19,"1418",33.37,"-288.8","516.4",3.45,0.360000000000003,-0.810000000000002,1,0,1,0,0,1,3.45,0,11.9025,0,1,0.360000000000003,0,0,0,0.810000000000002,73.5
"15369",2010-08-21,"22",5.53,3.5,47.63,44.34,44.33,35.69,NA,NA,NA,-5.3,18.72,14.69,19.05,"1413",33.18,"-105.1","550.0",2.03,0.330000000000002,-0.229999999999997,0,1,1,0,0,1,2.03,0,4.1209,0,1,0.330000000000002,0,0,0,0.229999999999997,-5.3
"16090",2010-08-21,"23",4.72,3.36,47.14,43.96,43.95,37.98,NA,NA,NA,-47.4,17.63,13.94,18.01,"1329",31.3,"250.8","550.0",1.36,0.380000000000003,-0.27,0,1,1,0,0,1,1.36,0,1.8496,0,1,0.380000000000003,0,0,0,0.27,-47.4
"16811",2010-08-21,"24",4.6,3.46,47.21,42,41.99,40.83,NA,NA,99.2,NA,16.14,12.94,16.62,"1236",28.98,"772.0","550.0",1.14,0.48,-0.0999999999999979,1,0,1,0,0,1,1.14,0,1.2996,0,1,0.48,0,0,0,0.0999999999999979,99.2
"1670",2010-08-21,"3",8.65,6.84,NA,29.7,29.69,29.69,NA,NA,50.3,NA,14.73,10.88,15.09,"1044",10.44,"920.0","344.2",1.81,0.359999999999999,-15.17,1,0,0,0,0,1,1.81,0,3.2761,0,1,0.359999999999999,0,0,0,15.17,50.3
"2391",2010-08-21,"4",8.52,6.84,NA,32.9,32.89,32.89,NA,NA,45.2,NA,14.53,10.67,14.82,"1029",25.11,"950.0","319.5",1.68,0.290000000000001,-0.0899999999999999,1,0,0,0,0,1,1.68,0,2.8224,0,1,0.290000000000001,0,0,0,0.0899999999999999,45.2
"3112",2010-08-21,"5",8.82,6.84,NA,31.98,31.97,31.97,NA,NA,83.1,NA,14.48,10.49,15.05,"1023",25.28,"950.0","303.5",1.98,0.57,0.310000000000002,1,0,0,0,0,1,1.98,0,3.9204,0,1,0.57,0,1,0.310000000000002,0,83.1
"3833",2010-08-21,"6",8.99,6.93,NA,32.27,32.26,32.26,NA,NA,67.1,NA,14.56,10.46,15.39,"1020",25.59,"950.0","292.5",2.06,0.83,0.569999999999997,1,0,0,0,0,1,2.06,0,4.2436,0,1,0.83,0,1,0.569999999999997,0,67.1
"4554",2010-08-21,"7",8.31,7.1,NA,32.66,32.65,32.65,NA,NA,43.4,NA,15.18,10.73,15.91,"1039",26.3,"950.0","378.7",1.21,0.73,0.390000000000001,1,0,0,0,0,1,1.21,0,1.4641,0,1,0.73,0,1,0.390000000000001,0,43.4
"5275",2010-08-21,"8",7.9,7.51,NA,42.15,42.14,34.44,NA,NA,NA,-8.2,17.11,11.81,17.48,"1169",29.17,"950.0","536.6",0.390000000000001,0.370000000000001,0.25,0,1,0,0,0,1,0.390000000000001,0,0.1521,0,1,0.370000000000001,0,1,0.25,0,-8.2
"5996",2010-08-21,"9",8.72,8.07,NA,41.89,41.88,34.44,NA,NA,65.6,NA,19.04,13.47,19.44,"1325",32.69,"906.0","550.0",0.65,0.400000000000002,0.18,1,0,0,0,0,1,0.65,0,0.4225,0,1,0.400000000000002,0,1,0.18,0,65.6
"229",2010-08-22,"1",4.56,2.95,NA,41.69,41.69,35.85,NA,NA,40.6,NA,14.87,12.1,15.64,"1143",27.07,"950.0","509.9",1.61,0.770000000000001,0.100000000000001,1,0,0,0,0,1,1.61,0,2.5921,0,1,0.770000000000001,0,1,0.100000000000001,0,40.6
"6718",2010-08-22,"10",2.89,5.23,NA,41.18,41.18,36,NA,NA,171.1,NA,18.4,13.91,18.85,"1349",32.34,"950.0","550.0",-2.34,0.450000000000003,0.0300000000000011,1,0,0,0,0,0,0,2.34,0,5.4756,1,0.450000000000003,0,1,0.0300000000000011,0,171.1
"7439",2010-08-22,"11",3.97,5.98,NA,42.82,42.82,36,NA,NA,234.6,NA,19.2,14.64,19.5,"1409",33.59,"950.0","550.0",-2.01,0.300000000000001,-0.25,1,0,0,0,0,0,0,2.01,0,4.0401,1,0.300000000000001,0,0,0,0.25,234.6
"8160",2010-08-22,"12",4.74,6.62,NA,43.14,43.14,33.33,NA,NA,98.6,NA,19.44,14.94,19.85,"1450",34.35,"950.0","550.0",-1.88,0.41,-0.0300000000000011,1,0,0,0,0,0,0,1.88,0,3.5344,1,0.41,0,0,0,0.0300000000000011,98.6
"8881",2010-08-22,"13",5.67,7.05,NA,42.94,42.94,33.33,NA,NA,181.3,NA,19.45,14.92,19.76,"1454",34.3,"950.0","550.0",-1.38,0.310000000000002,-0.0700000000000003,1,0,0,0,0,0,0,1.38,0,1.9044,1,0.310000000000002,0,0,0,0.0700000000000003,181.3
"9602",2010-08-22,"14",6.32,7.39,NA,41.78,41.78,32.07,NA,NA,176.2,NA,19.53,14.79,19.74,"1438",34.12,"950.0","550.0",-1.07,0.209999999999997,-0.200000000000003,1,0,0,0,0,0,0,1.07,0,1.1449,1,0.209999999999997,0,0,0,0.200000000000003,176.2
"10323",2010-08-22,"15",6.82,7.49,NA,41.46,41.46,32.07,NA,NA,64.8,NA,19.21,14.62,19.55,"1430",33.85,"950.0","550.0",-0.67,0.34,0.0200000000000031,1,0,0,0,0,0,0,0.67,0,0.4489,1,0.34,0,1,0.0200000000000031,0,64.8
"11044",2010-08-22,"16",6.99,7.7,NA,40.93,40.93,33.33,NA,NA,36.6,NA,18.83,14.48,19.21,"1457",33.78,"950.0","550.0",-0.71,0.380000000000003,0.469999999999999,1,0,0,0,0,0,0,0.71,0,0.5041,1,0.380000000000003,0,1,0.469999999999999,0,36.6
"11765",2010-08-22,"17",7.11,7.39,NA,41.72,41.72,35.22,NA,NA,60.8,NA,19.52,14.6,19.79,"1462",34.41,"950.0","550.0",-0.279999999999999,0.27,0.289999999999999,1,0,0,0,0,0,0,0.279999999999999,0,0.0783999999999996,1,0.27,0,1,0.289999999999999,0,60.8
"12486",2010-08-22,"18",6.63,6,NA,42.98,42.98,35.85,NA,NA,31.3,NA,21.12,15.48,21.49,"1545",36.94,"950.0","550.0",0.63,0.369999999999997,0.339999999999996,1,0,0,0,0,1,0.63,0,0.3969,0,1,0.369999999999997,0,1,0.339999999999996,0,31.3
"13207",2010-08-22,"19",5.9,4.89,NA,43.35,43.35,38.79,NA,NA,NA,-152,21.43,15.77,21.82,"1548",37.3,"950.0","550.0",1.01,0.390000000000001,0.0999999999999943,0,1,0,0,0,1,1.01,0,1.0201,0,1,0.390000000000001,0,1,0.0999999999999943,0,-152
"950",2010-08-22,"2",4.42,2.78,NA,39.47,39.47,35.85,NA,NA,46.4,NA,14.1,11.38,14.9,"1075",25.65,"950.0","435.4",1.64,0.800000000000001,0.169999999999998,1,0,0,0,0,1,1.64,0,2.6896,0,1,0.800000000000001,0,1,0.169999999999998,0,46.4
"13928",2010-08-22,"20",5.04,3.9,NA,41.53,41.53,38,NA,NA,NA,-3.8,20.3,15.29,20.64,"1487",35.51,"950.0","550.0",1.14,0.34,-0.0800000000000054,0,1,0,0,0,1,1.14,0,1.2996,0,1,0.34,0,0,0,0.0800000000000054,-3.8
"14649",2010-08-22,"21",3.27,2.82,NA,45.1,45.1,39.11,NA,NA,7.5,NA,19.83,15.01,20.08,"1446",34.54,"141.8","550.0",0.45,0.25,-0.299999999999997,1,0,0,0,0,1,0.45,0,0.2025,0,1,0.25,0,0,0,0.299999999999997,7.5
"15370",2010-08-22,"22",2.58,2.11,52,48.9,49.68,48.9,14.2,NA,28.5,NA,19.96,15.16,20.62,"1456",35.18,"-735.4","550.0",0.47,0.66,0.0599999999999952,1,0,1,1,0,1,0.47,0,0.2209,0,1,0.66,0,1,0.0599999999999952,0,28.5
"16091",2010-08-22,"23",2.44,1.83,NA,49.1,50,49.1,36.2,NA,NA,-41.9,18.96,14.03,19.33,"1321",32.54,"-1,101.8","468.6",0.61,0.369999999999997,-0.450000000000003,0,1,0,1,0,1,0.61,0,0.3721,0,1,0.369999999999997,0,0,0,0.450000000000003,-41.9
"16812",2010-08-22,"24",2.37,1.73,NA,44.52,44.52,36,NA,NA,NA,-16.6,17.28,12.63,17.04,"1173",28.77,"-205.4","477.4",0.64,-0.240000000000002,-1.14,0,1,0,0,0,1,0.64,0,0.4096,0,0,0,0.240000000000002,0,0,1.14,-16.6
"1671",2010-08-22,"3",4.39,2.99,NA,39.14,39.14,29.56,NA,NA,88.3,NA,13.76,10.94,14.4,"1037",24.77,"920.0","387.0",1.4,0.640000000000001,0.0700000000000003,1,0,0,0,0,1,1.4,0,1.96,0,1,0.640000000000001,0,1,0.0700000000000003,0,88.3
"2392",2010-08-22,"4",4.54,3.52,NA,38.58,38.58,29.56,NA,NA,58.7,NA,13.55,10.76,14.31,"1022",24.53,"925.0","322.6",1.02,0.76,0.219999999999999,1,0,0,0,0,1,1.02,0,1.0404,0,1,0.76,0,1,0.219999999999999,0,58.7
"3113",2010-08-22,"5",3.97,3.9,NA,38.69,38.69,29.56,NA,NA,62.4,NA,13.61,10.61,14.42,"1008",24.5,"925.0","276.7",0.0700000000000003,0.81,0.280000000000001,1,0,0,0,0,1,0.0700000000000003,0,0.00490000000000004,0,1,0.81,0,1,0.280000000000001,0,62.4
"3834",2010-08-22,"6",4.22,4.08,NA,36.98,36.98,28.3,NA,-9.2,57.8,NA,13.6,10.4,14.73,"1008",24.81,"925.0","237.9",0.14,1.13,0.809999999999999,1,0,0,0,1,1,0.14,0,0.0195999999999999,0,1,1.13,0,1,0.809999999999999,0,57.8
"4555",2010-08-22,"7",2.98,4.27,NA,39.46,39.46,26.41,NA,-60,140.2,NA,13.8,10.44,14.87,"1005",24.92,"950.0","268.4",-1.29,1.07,0.68,1,0,0,0,1,0,0,1.29,0,1.6641,1,1.07,0,1,0.68,0,140.2
"5276",2010-08-22,"8",2.45,4.4,NA,41.38,41.38,28.59,NA,-19.2,72.7,NA,15.26,11.34,15.82,"1097",26.79,"950.0","365.7",-1.95,0.56,0.189999999999998,1,0,0,0,1,0,0,1.95,0,3.8025,1,0.56,0,1,0.189999999999998,0,72.7
"5997",2010-08-22,"9",2.26,4.62,NA,39.8,39.8,30.81,NA,-20.9,123,NA,17.21,12.7,17.64,"1235",29.99,"950.0","485.7",-2.36,0.43,0.0799999999999983,1,0,0,0,1,0,0,2.36,0,5.5696,1,0.43,0,1,0.0799999999999983,0,123
"230",2010-08-23,"1",2.02,1.83,NA,38.2,38.2,33.34,NA,NA,47.7,NA,16.12,11.85,16.03,"1078",26.81,"239.3","550.0",0.19,-0.0899999999999999,-1.16,1,0,0,0,0,1,0.19,0,0.0361,0,0,0,0.0899999999999999,0,0,1.16,47.7
"6719",2010-08-23,"10",1.64,0.7,NA,54.1,54.13,54.11,41.3,NA,NA,-103.8,27.59,17.46,28.55,"1738",45.93,"-765.6","550.0",0.94,0.960000000000001,0.880000000000003,0,1,0,1,0,1,0.94,0,0.8836,0,1,0.960000000000001,0,1,0.880000000000003,0,-103.8
"7440",2010-08-23,"11",2.9,0.91,NA,56,56,56,NA,NA,NA,-73.6,28.26,18,29.18,"1777",46.95,"-708.3","550.0",1.99,0.919999999999998,0.689999999999998,0,1,0,0,0,1,1.99,0,3.9601,0,1,0.919999999999998,0,1,0.689999999999998,0,-73.6
"8161",2010-08-23,"12",4.11,1.25,55,57,57,57,NA,NA,NA,-121.4,28.29,18.27,29.07,"1781",46.88,"-754.1","550.0",2.86,0.780000000000001,0.32,0,1,1,0,0,1,2.86,0,8.1796,0,1,0.780000000000001,0,1,0.32,0,-121.4
"8882",2010-08-23,"13",NA,1.86,55,54.9,54.91,39.63,NA,NA,NA,-151.4,27.68,18.52,28.2,"1787",46.07,"-675.9","550.0",NA,0.52,-0.130000000000003,0,1,1,0,0,NA,NA,NA,NA,NA,1,0.52,0,0,0,0.130000000000003,-151.4
"9603",2010-08-23,"14",7.57,2.45,50.79,50.69,50.69,39.63,NA,NA,NA,-361.1,27.53,18.76,28.49,"1787",46.36,"-610.8","550.0",5.12,0.959999999999997,0.0699999999999932,0,1,1,0,0,1,5.12,0,26.2144,0,1,0.959999999999997,0,1,0.0699999999999932,0,-361.1
"10324",2010-08-23,"15",8.86,2.97,49.28,49.14,49.14,39.63,NA,NA,NA,-423.1,27.2,18.69,27.91,"1770",45.61,"-215.9","550.0",5.89,0.710000000000001,-0.280000000000001,0,1,1,0,0,1,5.89,0,34.6921,0,1,0.710000000000001,0,0,0,0.280000000000001,-423.1
"11045",2010-08-23,"16",10.2,3.78,47.82,47.55,47.55,37.11,NA,NA,NA,-278,25.98,18.21,26.51,"1738",43.89,"65.0","550.0",6.42,0.530000000000001,-0.299999999999997,0,1,1,0,0,1,6.42,0,41.2164,0,1,0.530000000000001,0,0,0,0.299999999999997,-278
"11766",2010-08-23,"17",11.49,4.01,46.5,46.39,46.39,31.45,NA,-242,NA,-248.2,25.04,17.52,26.55,"1753",44.08,"917.3","550.0",7.48,1.51,1.52,0,1,1,0,1,1,7.48,0,55.9504,0,1,1.51,0,1,1.52,0,-248.2
"12487",2010-08-23,"18",13.03,3.96,47.56,46.61,46.61,31.45,NA,-303.4,NA,-61.7,25.88,18.16,28.14,"1900",47.14,"919.1","550.0",9.07,2.26,3.1,0,1,1,0,1,1,9.07,0,82.2649,0,1,2.26,0,1,3.1,0,-61.7
"13208",2010-08-23,"19",14.6,4.41,46.3,46.32,46.32,31.45,NA,-255,NA,-131.2,25.31,17.74,26.98,"1879",45.77,"920.5","550.0",10.19,1.67,2.72000000000001,0,1,1,0,1,1,10.19,0,103.8361,0,1,1.67,0,1,2.72000000000001,0,-131.2
"951",2010-08-23,"2",1.64,1.46,NA,36.4,36.4,29.56,NA,NA,119.9,NA,15.34,11.12,15.62,"1028",25.9,"826.1","550.0",0.18,0.279999999999999,-0.560000000000002,1,0,0,0,0,1,0.18,0,0.0324,0,1,0.279999999999999,0,0,0,0.560000000000002,119.9
"13929",2010-08-23,"20",15.52,4.59,NA,45.96,45.96,30.19,NA,-158.4,NA,-362.4,23.91,16.65,25.39,"1773",43.12,"950.0","550.0",10.93,1.48,2.56,0,1,0,0,1,1,10.93,0,119.4649,0,1,1.48,0,1,2.56,0,-362.4
"14650",2010-08-23,"21",16.07,4.35,45,45.92,45.92,27.12,NA,-153.5,NA,-421.9,22.86,15.88,24.45,"1696",41.41,"950.0","550.0",11.72,1.59,2.66999999999999,0,1,1,0,1,1,11.72,0,137.3584,0,1,1.59,0,1,2.66999999999999,0,-421.9
"15371",2010-08-23,"22",15.43,4.59,46.8,45.94,45.94,30.19,NA,-154.8,NA,-374.9,22.84,15.81,24.15,"1630",40.45,"950.0","550.0",10.84,1.31,1.8,0,1,1,0,1,1,10.84,0,117.5056,0,1,1.31,0,1,1.8,0,-374.9
"16092",2010-08-23,"23",14.07,4.75,44.85,45.45,45.45,-66.99,NA,-79.1,NA,-526.6,21.33,14.59,21.88,"1467",36.55,"950.0","550.0",9.32,0.550000000000001,0.629999999999995,0,1,1,0,1,1,9.32,0,86.8624,0,1,0.550000000000001,0,1,0.629999999999995,0,-526.6
"16813",2010-08-23,"24",15.19,4.9,NA,42.08,42.08,24.03,NA,NA,NA,-229.3,18.98,12.95,19.47,"1281",32.28,"950.0","438.4",10.29,0.489999999999998,0.350000000000001,0,1,0,0,0,1,10.29,0,105.8841,0,1,0.489999999999998,0,1,0.350000000000001,0,-229.3
"1672",2010-08-23,"3",1.48,1.14,NA,38.51,38.51,29.56,NA,NA,103.1,NA,15.04,10.62,15.6,"1005",25.65,"950.0","550.0",0.34,0.56,-0.00999999999999801,1,0,0,0,0,1,0.34,0,0.1156,0,1,0.56,0,0,0,0.00999999999999801,103.1
"2393",2010-08-23,"4",1.41,0.88,NA,38.38,38.38,29.56,NA,NA,82,NA,15.02,10.53,15.82,"1001",25.83,"950.0","550.0",0.53,0.800000000000001,0.280000000000001,1,0,0,0,0,1,0.53,0,0.2809,0,1,0.800000000000001,0,1,0.280000000000001,0,82
"3114",2010-08-23,"5",1.08,0.68,NA,38.78,38.78,29.56,NA,NA,NA,-32.3,15.41,10.7,16.27,"1022",26.49,"950.0","550.0",0.4,0.859999999999999,0.379999999999999,0,1,0,0,0,1,0.4,0,0.16,0,1,0.859999999999999,0,1,0.379999999999999,0,-32.3
"3835",2010-08-23,"6",0.83,0.56,NA,37.17,37.17,35.85,NA,NA,22.1,NA,16.68,11.34,17.53,"1089",28.42,"335.4","550.0",0.27,0.850000000000001,0.400000000000002,1,0,0,0,0,1,0.27,0,0.0729,0,1,0.850000000000001,0,1,0.400000000000002,0,22.1
